#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
COPS5,GPS1,1853602,1853150,9606.ENSP00000350512,9606.ENSP00000347251,0,0,0,0,0,0.999,0,0,0.999
PSMC2,PSMD7,1847374,1842741,9606.ENSP00000292644,9606.ENSP00000219313,0,0,0,0,0,0.999,0,0,0.999
PIGK,PIGS,1855355,1849173,9606.ENSP00000359848,9606.ENSP00000309430,0,0,0,0,0,0.999,0,0,0.999
LSM5,NAA38,1860867,1843955,9606.ENSP00000410758,9606.ENSP00000249299,0,0,0,0,0,0.999,0,0,0.999
NDUFS8,NDUFA2,1849818,1844104,9606.ENSP00000315774,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
GSK3B,AKT1,1850681,1846136,9606.ENSP00000324806,9606.ENSP00000270202,0,0,0,0.632,0,0.999,0,0,0.999
UCHL5,PSMD3,1854595,1845579,9606.ENSP00000356425,9606.ENSP00000264639,0,0,0,0,0,0.999,0,0,0.999
PSMA1,PSMA6,1861079,1844920,9606.ENSP00000414359,9606.ENSP00000261479,0,0,0,0.778,0,0.999,0,0,0.999
CPSF3L,POLR2A,1861023,1849743,9606.ENSP00000413493,9606.ENSP00000314949,0,0,0,0,0,0.999,0,0,0.999
VCP,UFD1L,1853766,1845303,9606.ENSP00000351777,9606.ENSP00000263202,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMA3,1854595,1842599,9606.ENSP00000356425,9606.ENSP00000216455,0,0,0,0,0,0.999,0,0,0.999
COPA,COPB1,1854720,1843983,9606.ENSP00000357048,9606.ENSP00000249923,0,0,0,0,0,0.999,0,0,0.999
NDUFV2,NDUFA2,1850908,1844104,9606.ENSP00000327268,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
PSMD6,PSMD7,1847640,1842741,9606.ENSP00000295901,9606.ENSP00000219313,0,0,0,0,0,0.999,0,0,0.999
UBC,TSG101,1852861,1844091,9606.ENSP00000344818,9606.ENSP00000251968,0,0,0,0,0,0.999,0,0,0.999
CXXC1,ASH2L,1859496,1852381,9606.ENSP00000390475,9606.ENSP00000340896,0,0,0,0,0,0.999,0,0,0.999
MED11,TRIP4,1847436,1845018,9606.ENSP00000293777,9606.ENSP00000261884,0,0,0,0,0,0.999,0,0,0.999
MED14,MED21,1850574,1846822,9606.ENSP00000323720,9606.ENSP00000282892,0,0,0,0,0,0.999,0,0,0.999
PSMD6,PSMD3,1847640,1845579,9606.ENSP00000295901,9606.ENSP00000264639,0,0,0,0,0,0.999,0,0,0.999
PSMD1,PSMC3,1849179,1847998,9606.ENSP00000309474,9606.ENSP00000298852,0,0,0,0,0,0.999,0,0,0.999
PDCD6IP,TSG101,1860937,1844091,9606.ENSP00000411825,9606.ENSP00000251968,0,0,0,0,0,0.999,0,0,0.999
PSMD1,PSMC2,1849179,1847374,9606.ENSP00000309474,9606.ENSP00000292644,0,0,0,0,0,0.999,0,0,0.999
PSMB4,PSMA5,1847239,1846187,9606.ENSP00000290541,9606.ENSP00000271308,0,0,0,0,0,0.999,0,0,0.999
SNRPD2,SNRPD3,1852586,1842511,9606.ENSP00000342374,9606.ENSP00000215829,0,0,0,0,0,0.999,0,0,0.999
MAGOH,EIF4A3,1855489,1846086,9606.ENSP00000360525,9606.ENSP00000269349,0,0,0,0,0,0.999,0,0,0.999
PSMB6,PSMB3,1846162,1843022,9606.ENSP00000270586,9606.ENSP00000225426,0,0,0,0.689,0,0.999,0,0,0.999
POLH,UBC,1855646,1852861,9606.ENSP00000361310,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
TAF11,TAF12,1854176,1845448,9606.ENSP00000354633,9606.ENSP00000263974,0,0,0,0,0,0.999,0,0,0.999
PSMA6,PSMA3,1844920,1842599,9606.ENSP00000261479,9606.ENSP00000216455,0,0,0,0.808,0,0.999,0,0,0.999
PLRG1,BCAS2,1861628,1855053,9606.ENSP00000424417,9606.ENSP00000358554,0,0,0,0,0,0.999,0,0,0.999
UBE2D3,UBC,1853486,1852861,9606.ENSP00000349722,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
PPP2R1A,PPP2R5A,1850680,1844916,9606.ENSP00000324804,9606.ENSP00000261461,0,0,0,0,0,0.999,0,0,0.999
PSMB5,PSMA3,1854354,1842599,9606.ENSP00000355325,9606.ENSP00000216455,0,0,0,0,0,0.999,0,0,0.999
FARSA,FARSB,1850232,1846746,9606.ENSP00000320309,9606.ENSP00000281828,0,0,0,0,0,0.999,0,0,0.999
LSM2,LSM7,1856353,1844145,9606.ENSP00000364813,9606.ENSP00000252622,0,0,0,0,0,0.999,0,0,0.999
UBC,USP7,1852861,1852711,9606.ENSP00000344818,9606.ENSP00000343535,0,0,0,0,0,0.999,0,0,0.999
WIBG,MAGOH,1859106,1855489,9606.ENSP00000386156,9606.ENSP00000360525,0,0,0,0,0,0.999,0,0,0.999
NDUFA11,NDUFA2,1859406,1844104,9606.ENSP00000389160,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMB3,1854595,1843022,9606.ENSP00000356425,9606.ENSP00000225426,0,0,0,0,0,0.999,0,0,0.999
SMARCA4,SMARCE1,1853627,1850602,9606.ENSP00000350720,9606.ENSP00000323967,0,0,0,0,0,0.999,0,0,0.999
UCHL5,PSMB4,1854595,1847239,9606.ENSP00000356425,9606.ENSP00000290541,0,0,0,0,0,0.999,0,0,0.999
GPS1,COPS7A,1853150,1843187,9606.ENSP00000347251,9606.ENSP00000229251,0,0,0,0,0,0.999,0,0,0.999
ELP4,ELP3,1848007,1844429,9606.ENSP00000298937,9606.ENSP00000256398,0,0,0,0,0,0.999,0,0,0.999
MCMBP,MCM7,1853943,1848945,9606.ENSP00000353098,9606.ENSP00000307288,0,0,0,0,0,0.999,0,0,0.999
PRKAA1,PRKAB1,1853021,1843198,9606.ENSP00000346148,9606.ENSP00000229328,0,0,0,0,0,0.999,0,0,0.999
SEH1L,NUP133,1858770,1844901,9606.ENSP00000382779,9606.ENSP00000261396,0,0,0,0,0,0.999,0,0,0.999
CIAO1,MMS19,1861351,1855348,9606.ENSP00000418287,9606.ENSP00000359818,0,0,0,0,0,0.999,0,0,0.999
VPS16,VPS33A,1857223,1845926,9606.ENSP00000369810,9606.ENSP00000267199,0,0,0,0,0,0.999,0,0,0.999
MED21,MED6,1846822,1844426,9606.ENSP00000282892,9606.ENSP00000256379,0,0,0,0,0,0.999,0,0,0.999
PTEN,UBC,1855586,1852861,9606.ENSP00000361021,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.999
GTF2H1,MNAT1,1845828,1844871,9606.ENSP00000265963,9606.ENSP00000261245,0,0,0,0,0,0.999,0,0,0.999
XIAP,HTRA2,1853225,1844566,9606.ENSP00000347858,9606.ENSP00000258080,0,0,0,0,0,0.999,0,0,0.999
EIF1,EIF3A,1861420,1854958,9606.ENSP00000419449,9606.ENSP00000358140,0,0,0,0,0,0.999,0,0,0.999
PRKAA1,PRKAG1,1853021,1850588,9606.ENSP00000346148,9606.ENSP00000323867,0,0,0,0,0,0.999,0,0,0.999
COG4,COG7,1849819,1848731,9606.ENSP00000315775,9606.ENSP00000305442,0,0,0,0,0,0.999,0,0,0.998
CCT3,CCT7,1847605,1844568,9606.ENSP00000295688,9606.ENSP00000258091,0,0,0,0.838,0,0.998,0,0,0.998
UBC,TRAF6,1852861,1852047,9606.ENSP00000344818,9606.ENSP00000337853,0,0,0,0,0,0.999,0,0,0.998
BCAS2,CTNNBL1,1855053,1854287,9606.ENSP00000358554,9606.ENSP00000355050,0,0,0,0,0,0.999,0,0,0.998
UBC,SMAD2,1852861,1845079,9606.ENSP00000344818,9606.ENSP00000262160,0,0,0,0,0,0.999,0,0,0.998
OTUB1,UBC,1860352,1852861,9606.ENSP00000402551,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.998
STK11,CAB39,1850687,1844604,9606.ENSP00000324856,9606.ENSP00000258418,0,0,0,0,0,0.999,0,0,0.998
UBC,MIB1,1852861,1844935,9606.ENSP00000344818,9606.ENSP00000261537,0,0,0,0,0,0.998,0,0,0.998
PSMB5,PSMB4,1854354,1847239,9606.ENSP00000355325,9606.ENSP00000290541,0,0,0,0,0,0.998,0,0,0.998
NDUFA9,NDUFA2,1845879,1844104,9606.ENSP00000266544,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.998
COG7,COG3,1848731,1844624,9606.ENSP00000305442,9606.ENSP00000258654,0,0,0,0,0,0.999,0,0,0.998
AIMP1,QARS,1858222,1848971,9606.ENSP00000378191,9606.ENSP00000307567,0,0,0,0,0,0.998,0,0,0.998
PSMB6,PSMA3,1846162,1842599,9606.ENSP00000270586,9606.ENSP00000216455,0,0,0,0,0,0.998,0,0,0.998
PSMB2,PSMA7,1855861,1855365,9606.ENSP00000362334,9606.ENSP00000359910,0,0,0,0,0,0.998,0,0,0.998
PSMC3,PSMD3,1847998,1845579,9606.ENSP00000298852,9606.ENSP00000264639,0,0,0,0,0,0.998,0,0,0.998
UBC,PRPF8,1852861,1848629,9606.ENSP00000344818,9606.ENSP00000304350,0,0,0,0,0,0.998,0,0,0.998
EXOSC2,EXOSC7,1855666,1845771,9606.ENSP00000361433,9606.ENSP00000265564,0,0,0,0,0,0.998,0,0,0.998
CCT3,CCT5,1847605,1846664,9606.ENSP00000295688,9606.ENSP00000280326,0,0,0,0.85,0,0.998,0,0,0.998
PSMC3,PSMA3,1847998,1842599,9606.ENSP00000298852,9606.ENSP00000216455,0,0,0,0,0,0.998,0,0,0.998
CCDC50,UBC,1858008,1852861,9606.ENSP00000376250,9606.ENSP00000344818,0,0,0,0,0,0.998,0,0,0.998
MAGOH,CASC3,1855489,1845581,9606.ENSP00000360525,9606.ENSP00000264645,0,0,0,0,0,0.999,0,0,0.998
POLR2G,POLR2J,1848338,1847371,9606.ENSP00000301788,9606.ENSP00000292614,0,0,0,0,0,0.998,0,0,0.998
UPF3B,CASC3,1846479,1845581,9606.ENSP00000276201,9606.ENSP00000264645,0,0,0,0,0,0.999,0,0,0.998
BECN1,PIK3R4,1854331,1853408,9606.ENSP00000355231,9606.ENSP00000349205,0,0,0,0,0,0.998,0,0,0.998
SNRNP200,SNRNP40,1849929,1845395,9606.ENSP00000317123,9606.ENSP00000263694,0,0,0,0,0,0.999,0,0,0.998
SSRP1,PAF1,1846565,1842822,9606.ENSP00000278412,9606.ENSP00000221265,0,0,0,0,0,0.998,0,0,0.998
SNRPB,SNRPD2,1860980,1852586,9606.ENSP00000412566,9606.ENSP00000342374,0,0,0,0,0,0.998,0,0,0.998
PSMD6,PSMD5,1847640,1842460,9606.ENSP00000295901,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.998
TERF2IP,RAD50,1848132,1845727,9606.ENSP00000300086,9606.ENSP00000265335,0,0,0,0,0,0.999,0,0,0.998
UBC,CLTC,1852861,1846064,9606.ENSP00000344818,9606.ENSP00000269122,0,0,0,0,0,0.998,0,0,0.998
UBC,PSMD1,1852861,1849179,9606.ENSP00000344818,9606.ENSP00000309474,0,0,0,0,0,0.998,0,0,0.998
CREB3,HCFC1,1852557,1849194,9606.ENSP00000342136,9606.ENSP00000309555,0,0,0,0,0,0.999,0,0,0.998
SMG5,UPF3B,1854339,1846479,9606.ENSP00000355261,9606.ENSP00000276201,0,0,0,0,0,0.999,0,0,0.998
UBC,RPL6,1852861,1842405,9606.ENSP00000344818,9606.ENSP00000202773,0,0,0,0,0,0.998,0,0,0.998
MAGOH,UPF3B,1855489,1846479,9606.ENSP00000360525,9606.ENSP00000276201,0,0,0,0,0,0.999,0,0,0.998
NDUFA2,NDUFB7,1844104,1842488,9606.ENSP00000252102,9606.ENSP00000215565,0,0,0,0,0,0.999,0,0,0.998
PSMB6,PSMA6,1846162,1844920,9606.ENSP00000270586,9606.ENSP00000261479,0,0,0,0,0,0.998,0,0,0.998
PSMA6,PSMD7,1844920,1842741,9606.ENSP00000261479,9606.ENSP00000219313,0,0,0,0,0,0.998,0,0,0.998
PSMA1,PSMB6,1861079,1846162,9606.ENSP00000414359,9606.ENSP00000270586,0,0,0,0,0,0.998,0,0,0.998
PSMA7,PSMB1,1855365,1845087,9606.ENSP00000359910,9606.ENSP00000262193,0,0,0,0,0,0.998,0,0,0.998
AIMP1,EEF1E1,1858222,1857083,9606.ENSP00000378191,9606.ENSP00000369038,0,0,0,0,0,0.999,0,0,0.998
PRPF4,PPIH,1856059,1848865,9606.ENSP00000363313,9606.ENSP00000306614,0,0,0,0,0,0.999,0,0,0.998
HTT,UBC,1853139,1852861,9606.ENSP00000347184,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.998
STRN3,PPP2R1A,1853542,1850680,9606.ENSP00000350071,9606.ENSP00000324804,0,0,0,0,0,0.999,0,0,0.998
RAD50,TERF2,1845727,1844340,9606.ENSP00000265335,9606.ENSP00000254942,0,0,0,0,0,0.999,0,0,0.998
EIF3J,EIF3E,1845012,1842805,9606.ENSP00000261868,9606.ENSP00000220849,0,0,0,0,0,0.999,0,0,0.998
PSMB4,PSMA3,1847239,1842599,9606.ENSP00000290541,9606.ENSP00000216455,0,0,0,0,0,0.998,0,0,0.998
ALYREF,MAGOH,1861534,1855489,9606.ENSP00000421592,9606.ENSP00000360525,0,0,0,0,0,0.998,0,0,0.998
LSM1,PATL1,1849319,1848148,9606.ENSP00000310596,9606.ENSP00000300146,0,0,0,0,0,0.998,0,0,0.998
EXOSC2,EXOSC1,1855666,1855369,9606.ENSP00000361433,9606.ENSP00000359939,0,0,0,0,0,0.998,0,0,0.998
TERF2IP,TERF2,1848132,1844340,9606.ENSP00000300086,9606.ENSP00000254942,0,0,0,0,0,0.999,0,0,0.998
G3BP1,USP10,1853318,1842754,9606.ENSP00000348578,9606.ENSP00000219473,0,0,0,0,0,0.998,0,0,0.998
QARS,MARS,1848971,1845042,9606.ENSP00000307567,9606.ENSP00000262027,0,0,0,0,0,0.998,0,0,0.998
PSMD3,PSMD5,1845579,1842460,9606.ENSP00000264639,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.998
RPL10A,RPL6,1856010,1842405,9606.ENSP00000363018,9606.ENSP00000202773,0,0,0,0,0,0.998,0,0,0.998
PSMD1,PSMD3,1849179,1845579,9606.ENSP00000309474,9606.ENSP00000264639,0,0,0,0,0,0.998,0,0,0.998
BAP1,HCFC1,1861267,1849194,9606.ENSP00000417132,9606.ENSP00000309555,0,0,0,0,0,0.999,0,0,0.998
EIF4G2,EIF4A1,1852307,1847443,9606.ENSP00000340281,9606.ENSP00000293831,0,0,0,0,0,0.999,0,0,0.998
NDUFA10,NDUFA2,1844153,1844104,9606.ENSP00000252711,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.998
SIKE1,PPP2R1A,1855048,1850680,9606.ENSP00000358541,9606.ENSP00000324804,0,0,0,0,0,0.999,0,0,0.998
RPL32,RPL10A,1858438,1856010,9606.ENSP00000380156,9606.ENSP00000363018,0,0,0,0,0,0.998,0,0,0.998
GTF3C5,GTF3C6,1855620,1854903,9606.ENSP00000361180,9606.ENSP00000357863,0,0,0,0,0,0.999,0,0,0.998
GTF3C5,GTF3C2,1855620,1845609,9606.ENSP00000361180,9606.ENSP00000264720,0,0,0,0,0,0.999,0,0,0.998
RAB5A,RABEP1,1846291,1845155,9606.ENSP00000273047,9606.ENSP00000262477,0,0,0,0,0,0.999,0,0,0.998
STRN3,FGFR1OP2,1853542,1843206,9606.ENSP00000350071,9606.ENSP00000229395,0,0,0,0,0,0.999,0,0,0.998
CUL2,TCEB2,1862282,1845114,9606.ENSP00000444856,9606.ENSP00000262306,0,0,0,0,0,0.998,0,0,0.998
SIKE1,STRN3,1855048,1853542,9606.ENSP00000358541,9606.ENSP00000350071,0,0,0,0,0,0.999,0,0,0.998
HNRNPK,UBC,1856467,1852861,9606.ENSP00000365439,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.998
PSMA1,PSMD7,1861079,1842741,9606.ENSP00000414359,9606.ENSP00000219313,0,0,0,0,0,0.998,0,0,0.998
NDUFA8,NDUFA2,1855985,1844104,9606.ENSP00000362873,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.998
BAD,RAF1,1849142,1844086,9606.ENSP00000309103,9606.ENSP00000251849,0,0,0,0,0,0.998,0,0,0.998
PSMB2,PSMA3,1855861,1842599,9606.ENSP00000362334,9606.ENSP00000216455,0,0,0,0,0,0.998,0,0,0.998
NDUFS5,NDUFA2,1855794,1844104,9606.ENSP00000362058,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.998
RBCK1,UBC,1853323,1852861,9606.ENSP00000348632,9606.ENSP00000344818,0,0,0,0,0,0.999,0,0,0.998
PDCD6IP,UBC,1860937,1852861,9606.ENSP00000411825,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.998
PLAA,UBC,1858478,1852861,9606.ENSP00000380460,9606.ENSP00000344818,0,0,0,0,0,0.998,0,0,0.998
EIF4A3,CASC3,1846086,1845581,9606.ENSP00000269349,9606.ENSP00000264645,0,0,0,0,0,0.999,0,0,0.998
PSMB5,PSMA6,1854354,1844920,9606.ENSP00000355325,9606.ENSP00000261479,0,0,0,0,0,0.998,0,0,0.998
PSMD3,PSMA3,1845579,1842599,9606.ENSP00000264639,9606.ENSP00000216455,0,0,0,0,0,0.998,0,0,0.998
UBB,PSMD5,1848662,1842460,9606.ENSP00000304697,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.998
PSMB4,PSMD7,1847239,1842741,9606.ENSP00000290541,9606.ENSP00000219313,0,0,0,0,0,0.998,0,0,0.998
NDUFB9,NDUFA2,1846512,1844104,9606.ENSP00000276689,9606.ENSP00000252102,0,0,0,0,0,0.999,0,0,0.998
EPRS,MARS,1854472,1845042,9606.ENSP00000355890,9606.ENSP00000262027,0,0,0,0,0,0.998,0,0,0.998
IARS,EPRS,1856347,1854472,9606.ENSP00000364794,9606.ENSP00000355890,0,0,0,0,0,0.998,0,0,0.998
SIKE1,FGFR1OP2,1855048,1843206,9606.ENSP00000358541,9606.ENSP00000229395,0,0,0,0.926,0,0.999,0,0,0.998
UBC,MCM7,1852861,1848945,9606.ENSP00000344818,9606.ENSP00000307288,0,0,0,0,0,0.998,0,0,0.998
MRPL19,MRPL16,1858138,1848150,9606.ENSP00000377486,9606.ENSP00000300151,0,0,0,0,0,0.998,0,0,0.998
PSMA1,PSMB1,1861079,1845087,9606.ENSP00000414359,9606.ENSP00000262193,0,0,0,0,0,0.998,0,0,0.998
AIMP1,EPRS,1858222,1854472,9606.ENSP00000378191,9606.ENSP00000355890,0,0,0,0,0,0.998,0,0,0.998
EIF3A,UBC,1854958,1852861,9606.ENSP00000358140,9606.ENSP00000344818,0,0,0,0,0,0.998,0,0,0.998
PSMD1,PSMD5,1849179,1842460,9606.ENSP00000309474,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.998
PPIH,NHP2L1,1848865,1842526,9606.ENSP00000306614,9606.ENSP00000215956,0,0,0,0,0,0.999,0,0,0.998
PSMD7,PSMD5,1842741,1842460,9606.ENSP00000219313,9606.ENSP00000210313,0,0,0,0,0,0.999,0,0,0.998
ALYREF,THOC7,1861534,1847639,9606.ENSP00000421592,9606.ENSP00000295899,0,0,0,0,0,0.999,0,0,0.998
PRPF4,LSM7,1856059,1844145,9606.ENSP00000363313,9606.ENSP00000252622,0,0,0,0,0,0.997,0,0,0.997
ATG7,ATG3,1853051,1846848,9606.ENSP00000346437,9606.ENSP00000283290,0,0,0,0,0,0.997,0,0,0.997
PSMB2,PSMA5,1855861,1846187,9606.ENSP00000362334,9606.ENSP00000271308,0,0,0,0,0,0.997,0,0,0.997
PEX19,PEX13,1854721,1847520,9606.ENSP00000357051,9606.ENSP00000295030,0,0,0,0,0,0.997,0,0,0.997
UBC,TRIP12,1852861,1846877,9606.ENSP00000344818,9606.ENSP00000283943,0,0,0,0,0,0.997,0,0,0.997
XRCC5,UBC,1857983,1852861,9606.ENSP00000375977,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
PSMD6,PSMB4,1847640,1847239,9606.ENSP00000295901,9606.ENSP00000290541,0,0,0,0,0,0.997,0,0,0.997
PSMA5,PSMB3,1846187,1843022,9606.ENSP00000271308,9606.ENSP00000225426,0,0,0,0,0,0.997,0,0,0.997
VPS33A,VPS18,1845926,1842787,9606.ENSP00000267199,9606.ENSP00000220509,0,0,0,0,0,0.997,0,0,0.997
PSMB2,UBC,1855861,1852861,9606.ENSP00000362334,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
XPO1,RAN,1858987,1857999,9606.ENSP00000384863,9606.ENSP00000376176,0,0,0,0,0,0.997,0,0,0.997
PSMA5,PSMB1,1846187,1845087,9606.ENSP00000271308,9606.ENSP00000262193,0,0,0,0,0,0.997,0,0,0.997
PSMC2,PSMD3,1847374,1845579,9606.ENSP00000292644,9606.ENSP00000264639,0,0,0,0,0,0.997,0,0,0.997
PSMB4,PSMD3,1847239,1845579,9606.ENSP00000290541,9606.ENSP00000264639,0,0,0,0,0,0.997,0,0,0.997
XRCC6,UBC,1853821,1852861,9606.ENSP00000352257,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
PSMB1,PSMA3,1845087,1842599,9606.ENSP00000262193,9606.ENSP00000216455,0,0,0,0,0,0.997,0,0,0.997
PSMB4,PSMB1,1847239,1845087,9606.ENSP00000290541,9606.ENSP00000262193,0,0,0,0,0,0.997,0,0,0.997
CPSF6,NUDT21,1859595,1848171,9606.ENSP00000391774,9606.ENSP00000300291,0,0,0,0,0,0.997,0,0,0.997
CCT5,CCT7,1846664,1844568,9606.ENSP00000280326,9606.ENSP00000258091,0,0,0,0.812,0,0.997,0,0,0.997
IARS,QARS,1856347,1848971,9606.ENSP00000364794,9606.ENSP00000307567,0,0,0,0,0,0.997,0,0,0.997
SSU72,SYMPK,1847280,1843786,9606.ENSP00000291386,9606.ENSP00000245934,0,0,0,0,0,0.997,0,0,0.997
RABGEF1,RAB5A,1846935,1846291,9606.ENSP00000284957,9606.ENSP00000273047,0,0,0,0,0,0.997,0,0,0.997
COPA,UBC,1854720,1852861,9606.ENSP00000357048,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
PSMA7,PSMB6,1855365,1846162,9606.ENSP00000359910,9606.ENSP00000270586,0,0,0,0,0,0.997,0,0,0.997
PSMA7,UBC,1855365,1852861,9606.ENSP00000359910,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
PSMD3,PSMA6,1845579,1844920,9606.ENSP00000264639,9606.ENSP00000261479,0,0,0,0,0,0.997,0,0,0.997
SF3B5,SF3B2,1854620,1850085,9606.ENSP00000356541,9606.ENSP00000318861,0,0,0,0,0,0.997,0,0,0.997
PSMA1,PSMD6,1861079,1847640,9606.ENSP00000414359,9606.ENSP00000295901,0,0,0,0,0,0.997,0,0,0.997
PSMB2,PSMB4,1855861,1847239,9606.ENSP00000362334,9606.ENSP00000290541,0,0,0,0,0,0.997,0,0,0.997
PSMA1,PSMC2,1861079,1847374,9606.ENSP00000414359,9606.ENSP00000292644,0,0,0,0,0,0.997,0,0,0.997
NSFL1C,UBC,1861362,1852861,9606.ENSP00000418529,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
RPL8,RPL6,1845175,1842405,9606.ENSP00000262584,9606.ENSP00000202773,0,0,0,0,0,0.997,0,0,0.997
PARP1,UBC,1854450,1852861,9606.ENSP00000355759,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
POLR2A,POLR2D,1849743,1846274,9606.ENSP00000314949,9606.ENSP00000272645,0,0,0,0,0,0.997,0,0,0.997
UBC,PSMD7,1852861,1842741,9606.ENSP00000344818,9606.ENSP00000219313,0,0,0,0,0,0.997,0,0,0.997
EPRS,UBC,1854472,1852861,9606.ENSP00000355890,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
ERCC2,GTF2H1,1857962,1845828,9606.ENSP00000375809,9606.ENSP00000265963,0,0,0,0,0,0.997,0,0,0.997
GTF2B,POLR2A,1855275,1849743,9606.ENSP00000359531,9606.ENSP00000314949,0,0,0,0,0,0.997,0,0,0.997
DCTN2,ACTR1A,1860745,1855133,9606.ENSP00000408910,9606.ENSP00000358921,0,0,0,0,0,0.997,0,0,0.997
WWP2,UBC,1853278,1852861,9606.ENSP00000348283,9606.ENSP00000344818,0,0,0,0,0,0.997,0,0,0.997
PSMA1,PSMD3,1861079,1845579,9606.ENSP00000414359,9606.ENSP00000264639,0,0,0,0,0,0.997,0,0,0.997
UBC,PPP2R1A,1852861,1850680,9606.ENSP00000344818,9606.ENSP00000324804,0,0,0,0,0,0.997,0,0,0.997
PSMD3,PSMD10,1845579,1842679,9606.ENSP00000264639,9606.ENSP00000217958,0,0,0,0,0,0.997,0,0,0.997
SF3B5,PHF5A,1854620,1842571,9606.ENSP00000356541,9606.ENSP00000216252,0,0,0,0,0,0.997,0,0,0.997
PSMA1,UBC,1861079,1852861,9606.ENSP00000414359,9606.ENSP00000344818,0,0,0,0,0,0.996,0,0,0.996
PSMD7,PSMA3,1842741,1842599,9606.ENSP00000219313,9606.ENSP00000216455,0,0,0,0,0,0.996,0,0,0.996
MAGOH,PRDX1,1855489,1845208,9606.ENSP00000360525,9606.ENSP00000262746,0,0,0,0,0,0.996,0,0,0.996
TRA2B,RBMX,1861254,1855309,9606.ENSP00000416959,9606.ENSP00000359645,0,0,0,0.69,0,0.997,0,0,0.996
MAGOH,WDR77,1855489,1843416,9606.ENSP00000360525,9606.ENSP00000235090,0,0,0,0,0,0.996,0,0,0.996
RAN,MAGOH,1857999,1855489,9606.ENSP00000376176,9606.ENSP00000360525,0,0,0,0,0,0.996,0,0,0.996
UBC,UBE2E1,1852861,1848561,9606.ENSP00000344818,9606.ENSP00000303709,0,0,0,0,0,0.996,0,0,0.996
EFTUD2,MAGOH,1859618,1855489,9606.ENSP00000392094,9606.ENSP00000360525,0,0,0,0,0,0.996,0,0,0.996
MAGOH,SNRPD2,1855489,1852586,9606.ENSP00000360525,9606.ENSP00000342374,0,0,0,0,0,0.996,0,0,0.996
MAGOH,JAK1,1855489,1852670,9606.ENSP00000360525,9606.ENSP00000343204,0,0,0,0,0,0.996,0,0,0.996
MAGOH,PPM1B,1855489,1846793,9606.ENSP00000360525,9606.ENSP00000282412,0,0,0,0,0,0.996,0,0,0.996
MAGOH,SNRNP200,1855489,1849929,9606.ENSP00000360525,9606.ENSP00000317123,0,0,0,0,0,0.996,0,0,0.996
ERH,MAGOH,1862739,1855489,9606.ENSP00000451080,9606.ENSP00000360525,0,0,0,0,0,0.996,0,0,0.996
WRNIP1,UBC,1857283,1852861,9606.ENSP00000370150,9606.ENSP00000344818,0,0,0,0,0,0.996,0,0,0.996
CASP9,CASP3,1851230,1849375,9606.ENSP00000330237,9606.ENSP00000311032,0,0,0,0.849,0,0.997,0,0,0.996
MAGOH,SNRPD3,1855489,1842511,9606.ENSP00000360525,9606.ENSP00000215829,0,0,0,0,0,0.996,0,0,0.996
MAGOH,RPL6,1855489,1842405,9606.ENSP00000360525,9606.ENSP00000202773,0,0,0,0,0,0.996,0,0,0.996
MAGOH,RPL8,1855489,1845175,9606.ENSP00000360525,9606.ENSP00000262584,0,0,0,0,0,0.996,0,0,0.996
MAGOH,ILF2,1855489,1854278,9606.ENSP00000360525,9606.ENSP00000355011,0,0,0,0,0,0.996,0,0,0.996
SMARCA4,POLR2A,1853627,1849743,9606.ENSP00000350720,9606.ENSP00000314949,0,0,0,0,0,0.996,0,0,0.996
